"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","STREET_NAME","NEIGHBOURHOOD","full_address","lat","lon"
"5098","Other Theft",2013,8,"1600"," COLUMBIA ST","Mount Pleasant","1600  COLUMBIA ST, Vancouver, BC",49.2709769,-123.1093422
"5099","Theft from Vehicle",2013,9,"1600"," COLUMBIA ST","Mount Pleasant","1600  COLUMBIA ST, Vancouver, BC",49.2709769,-123.1093422
"5100","Mischief",2013,7,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5101","Mischief",2013,1,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5102","Other Theft",2013,3,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5103","Other Theft",2013,2,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5104","Other Theft",2013,2,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5105","Other Theft",2013,4,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5106","Other Theft",2013,1,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5107","Other Theft",2013,1,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5108","Other Theft",2013,1,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5109","Other Theft",2013,2,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5110","Other Theft",2013,2,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5111","Other Theft",2013,4,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5112","Other Theft",2013,7,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5113","Other Theft",2013,6,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5114","Other Theft",2013,9,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5115","Other Theft",2013,11,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5116","Other Theft",2013,12,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5117","Break and Enter Residential/Other",2013,11,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5118","Break and Enter Residential/Other",2013,8,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5119","Theft from Vehicle",2013,6,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5120","Theft from Vehicle",2013,6,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5121","Theft from Vehicle",2013,1,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5122","Break and Enter Commercial",2013,1,"1600"," COMMERCIAL DR","Grandview-Woodland","1600  COMMERCIAL DR, Vancouver, BC",49.2704981,-123.0695602
"5123","Mischief",2013,7,"1600"," COMOX ST","West End","1600  COMOX ST, Vancouver, BC",49.2865913,-123.1365681
"5124","Other Theft",2013,9,"1600"," COMOX ST","West End","1600  COMOX ST, Vancouver, BC",49.2865913,-123.1365681
"5125","Break and Enter Residential/Other",2013,9,"1600"," COMOX ST","West End","1600  COMOX ST, Vancouver, BC",49.2865913,-123.1365681
"5126","Break and Enter Residential/Other",2013,8,"1600"," COMOX ST","West End","1600  COMOX ST, Vancouver, BC",49.2865913,-123.1365681
"5127","Break and Enter Residential/Other",2013,9,"1600"," COMOX ST","West End","1600  COMOX ST, Vancouver, BC",49.2865913,-123.1365681
"5128","Theft from Vehicle",2013,9,"1600"," COMOX ST","West End","1600  COMOX ST, Vancouver, BC",49.2865913,-123.1365681
"5129","Theft from Vehicle",2013,9,"1600"," COMOX ST","West End","1600  COMOX ST, Vancouver, BC",49.2865913,-123.1365681
"5130","Break and Enter Residential/Other",2013,8,"1600"," COTTON DR","Grandview-Woodland","1600  COTTON DR, Vancouver, BC",49.2700757,-123.0715231
"5131","Break and Enter Residential/Other",2013,2,"1600"," CYPRESS ST","Kitsilano","1600  CYPRESS ST, Vancouver, BC",49.2715715,-123.147787
"5132","Theft of Vehicle",2013,12,"1600"," CYPRESS ST","Kitsilano","1600  CYPRESS ST, Vancouver, BC",49.2715715,-123.147787
"5133","Theft from Vehicle",2013,8,"1600"," CYPRESS ST","Kitsilano","1600  CYPRESS ST, Vancouver, BC",49.2715715,-123.147787
"5134","Theft from Vehicle",2013,4,"1600"," CYPRESS ST","Kitsilano","1600  CYPRESS ST, Vancouver, BC",49.2715715,-123.147787
"5135","Theft from Vehicle",2013,12,"1600"," CYPRESS ST","Kitsilano","1600  CYPRESS ST, Vancouver, BC",49.2715715,-123.147787
"5136","Break and Enter Commercial",2013,12,"1600"," CYPRESS ST","Kitsilano","1600  CYPRESS ST, Vancouver, BC",49.2715715,-123.147787
"5137","Mischief",2013,11,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5138","Mischief",2013,1,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5139","Other Theft",2013,5,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5140","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5141","Other Theft",2013,1,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5142","Other Theft",2013,1,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5143","Other Theft",2013,2,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5144","Other Theft",2013,5,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5145","Other Theft",2013,5,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5146","Other Theft",2013,9,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5147","Other Theft",2013,11,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5148","Other Theft",2013,1,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5149","Other Theft",2013,3,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5150","Other Theft",2013,3,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5151","Other Theft",2013,3,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5152","Other Theft",2013,4,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5153","Other Theft",2013,4,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5154","Other Theft",2013,4,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5155","Other Theft",2013,4,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5156","Other Theft",2013,5,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5157","Other Theft",2013,5,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5158","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5159","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5160","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5161","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5162","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5163","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5164","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5165","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5166","Other Theft",2013,7,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5167","Other Theft",2013,7,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5168","Other Theft",2013,7,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5169","Other Theft",2013,7,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5170","Other Theft",2013,7,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5171","Other Theft",2013,8,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5172","Other Theft",2013,8,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5173","Other Theft",2013,8,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5174","Other Theft",2013,9,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5175","Other Theft",2013,9,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5176","Other Theft",2013,9,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5177","Other Theft",2013,10,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5178","Other Theft",2013,10,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5179","Other Theft",2013,10,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5180","Other Theft",2013,10,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5181","Other Theft",2013,10,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5182","Other Theft",2013,11,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5183","Other Theft",2013,11,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5184","Other Theft",2013,11,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5185","Other Theft",2013,11,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5186","Other Theft",2013,12,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5187","Other Theft",2013,1,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5188","Other Theft",2013,1,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5189","Other Theft",2013,1,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5190","Other Theft",2013,1,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5191","Other Theft",2013,2,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5192","Other Theft",2013,2,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5193","Other Theft",2013,2,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5194","Other Theft",2013,2,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5195","Other Theft",2013,3,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5196","Other Theft",2013,4,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5197","Other Theft",2013,4,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5198","Other Theft",2013,4,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5199","Other Theft",2013,5,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5200","Other Theft",2013,5,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5201","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5202","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5203","Other Theft",2013,6,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5204","Other Theft",2013,7,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5205","Other Theft",2013,7,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5206","Other Theft",2013,8,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5207","Other Theft",2013,8,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5208","Other Theft",2013,10,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5209","Other Theft",2013,12,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5210","Other Theft",2013,12,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5211","Other Theft",2013,12,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5212","Break and Enter Residential/Other",2013,8,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5213","Theft from Vehicle",2013,12,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5214","Theft from Vehicle",2013,8,"1600"," DAVIE ST","West End","1600  DAVIE ST, Vancouver, BC",49.2852008,-123.1387045
"5215","Mischief",2013,4,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5216","Other Theft",2013,7,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5217","Other Theft",2013,7,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5218","Other Theft",2013,11,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5219","Other Theft",2013,6,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5220","Other Theft",2013,6,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5221","Other Theft",2013,7,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5222","Other Theft",2013,7,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5223","Break and Enter Residential/Other",2013,2,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5224","Break and Enter Residential/Other",2013,3,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5225","Break and Enter Residential/Other",2013,2,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5226","Break and Enter Residential/Other",2013,2,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5227","Break and Enter Residential/Other",2013,2,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5228","Break and Enter Residential/Other",2013,2,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5229","Theft of Vehicle",2013,11,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5230","Theft from Vehicle",2013,10,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5231","Theft from Vehicle",2013,7,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5232","Theft from Vehicle",2013,7,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5233","Break and Enter Commercial",2013,5,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5234","Break and Enter Commercial",2013,3,"1600"," DURANLEAU ST","Fairview","1600  DURANLEAU ST, Vancouver, BC",49.2717989,-123.1359977
"5235","Mischief",2013,5,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5236","Break and Enter Residential/Other",2013,6,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5237","Break and Enter Residential/Other",2013,1,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5238","Break and Enter Residential/Other",2013,2,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5239","Break and Enter Residential/Other",2013,6,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5240","Break and Enter Residential/Other",2013,6,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5241","Theft from Vehicle",2013,2,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5242","Theft from Vehicle",2013,11,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5243","Theft from Vehicle",2013,3,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5244","Theft from Vehicle",2013,12,"1600"," E 10TH AVE","Kensington-Cedar Cottage","1600  E 10TH AVE, Vancouver, BC",49.2613772,-123.0716934
"5245","Mischief",2013,3,"1600"," E 11TH AVE","Kensington-Cedar Cottage","1600  E 11TH AVE, Vancouver, BC",49.2604429,-123.0716158
"5246","Other Theft",2013,3,"1600"," E 11TH AVE","Kensington-Cedar Cottage","1600  E 11TH AVE, Vancouver, BC",49.2604429,-123.0716158
"5247","Other Theft",2013,6,"1600"," E 11TH AVE","Kensington-Cedar Cottage","1600  E 11TH AVE, Vancouver, BC",49.2604429,-123.0716158
"5248","Break and Enter Residential/Other",2013,7,"1600"," E 11TH AVE","Kensington-Cedar Cottage","1600  E 11TH AVE, Vancouver, BC",49.2604429,-123.0716158
"5249","Break and Enter Residential/Other",2013,7,"1600"," E 11TH AVE","Kensington-Cedar Cottage","1600  E 11TH AVE, Vancouver, BC",49.2604429,-123.0716158
"5250","Break and Enter Residential/Other",2013,8,"1600"," E 11TH AVE","Kensington-Cedar Cottage","1600  E 11TH AVE, Vancouver, BC",49.2604429,-123.0716158
"5251","Break and Enter Residential/Other",2013,9,"1600"," E 11TH AVE","Kensington-Cedar Cottage","1600  E 11TH AVE, Vancouver, BC",49.2604429,-123.0716158
"5252","Theft from Vehicle",2013,10,"1600"," E 11TH AVE","Kensington-Cedar Cottage","1600  E 11TH AVE, Vancouver, BC",49.2604429,-123.0716158
"5253","Other Theft",2013,7,"1600"," E 12TH AVE","Kensington-Cedar Cottage","1600  E 12TH AVE, Vancouver, BC",49.2595383,-123.0716872
"5254","Break and Enter Residential/Other",2013,5,"1600"," E 12TH AVE","Kensington-Cedar Cottage","1600  E 12TH AVE, Vancouver, BC",49.2595383,-123.0716872
"5255","Break and Enter Residential/Other",2013,5,"1600"," E 12TH AVE","Kensington-Cedar Cottage","1600  E 12TH AVE, Vancouver, BC",49.2595383,-123.0716872
"5256","Theft from Vehicle",2013,6,"1600"," E 12TH AVE","Kensington-Cedar Cottage","1600  E 12TH AVE, Vancouver, BC",49.2595383,-123.0716872
